@relation '272644L1_2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F3-S4-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsp?acona_sp?acona_cz:dobry,windykacja_windykacja_sp_odmowa:z?y-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsp?acona_sp?acona_cz:dobry,odmowa_windykacja_windykacja_sp:z?y-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsplacona_splacona_cz:dobry,odmowa_windykacja_windykacja_sp:z?y-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.6]\'','\'(30.6-43.2]\'','\'(43.2-55.8]\'','\'(55.8-68.4]\'','\'(68.4-inf)\''}
@attribute płeć {kobieta,mężczyzna}
@attribute 'rodzaj źródła dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres dochód (months)' numeric
@attribute 'okres będzie dochód (months)' numeric
@attribute '﻿status pozyczki' {dobry,z?y}

@data
1000,'\'(55.8-68.4]\'',kobieta,11,2300,0,15,48,z?y
500,'\'(-inf-30.6]\'',kobieta,11,2100,0,26,48,dobry
530,'\'(55.8-68.4]\'',kobieta,13,1691.3,3,76,48,dobry
400,'\'(68.4-inf)\'',kobieta,13,1017,0,164,48,dobry
600,'\'(30.6-43.2]\'',kobieta,11,1800,0,55,48,dobry
278.98,'\'(30.6-43.2]\'',kobieta,98,1200,7,49,48,dobry
350,'\'(68.4-inf)\'',kobieta,13,729.03,8,260,48,dobry
300,'\'(68.4-inf)\'',kobieta,13,1027,3,195,48,dobry
974.28,'\'(68.4-inf)\'',kobieta,13,2100,6,58,48,dobry
300,'\'(68.4-inf)\'',kobieta,13,1000,4,67,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,11,1660,0,53,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,13,988,0,228,48,z?y
300,'\'(-inf-30.6]\'',mężczyzna,11,1459,4,12,48,dobry
500,'\'(55.8-68.4]\'',kobieta,13,3251,1,141,48,dobry
664.48,'\'(55.8-68.4]\'',kobieta,13,930,4,97,48,dobry
460,'\'(55.8-68.4]\'',kobieta,13,1013.74,7,116,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,720.19,5,96,48,dobry
500,'\'(55.8-68.4]\'',kobieta,13,1212,7,57,48,dobry
200,'\'(30.6-43.2]\'',kobieta,12,1865,4,23,11,dobry
400,'\'(68.4-inf)\'',kobieta,13,1016,0,192,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,1018,0,132,48,z?y
938.75,'\'(55.8-68.4]\'',mężczyzna,13,2474,2,18,48,dobry
400,'\'(55.8-68.4]\'',kobieta,11,1500,6,88,48,dobry
600,'\'(68.4-inf)\'',kobieta,13,640,1,142,48,dobry
584.58,'\'(55.8-68.4]\'',kobieta,16,892,1,204,48,dobry
1000,'\'(55.8-68.4]\'',kobieta,13,1530,1,28,48,dobry
367.31,'\'(55.8-68.4]\'',kobieta,13,1684,6,23,48,z?y
400,'\'(55.8-68.4]\'',kobieta,16,1411,4,69,48,dobry
400,'\'(55.8-68.4]\'',kobieta,11,1730.13,0,196,48,dobry
900,'\'(55.8-68.4]\'',kobieta,17,684,7,193,16,dobry
200,'\'(55.8-68.4]\'',kobieta,13,997,7,82,48,dobry
1000,'\'(55.8-68.4]\'',kobieta,13,930,1,134,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,975,7,30,48,dobry
315.12,'\'(68.4-inf)\'',mężczyzna,13,960,7,143,48,dobry
200,'\'(30.6-43.2]\'',mężczyzna,11,1800,7,168,48,dobry
300,'\'(30.6-43.2]\'',kobieta,11,1286.16,0,120,48,dobry
299.23,'\'(55.8-68.4]\'',kobieta,16,1389,2,94,48,dobry
500,'\'(30.6-43.2]\'',kobieta,11,1870,0,113,48,dobry
700,'\'(55.8-68.4]\'',kobieta,13,2066,7,132,48,dobry
265.58,'\'(55.8-68.4]\'',kobieta,13,1189,7,73,48,dobry
300,'\'(68.4-inf)\'',mężczyzna,13,562,3,84,48,dobry
996,'\'(43.2-55.8]\'',mężczyzna,11,2500,3,207,48,dobry
237.13,'\'(43.2-55.8]\'',kobieta,16,1045.6,8,15,48,dobry
200,'\'(55.8-68.4]\'',mężczyzna,11,1460.17,4,64,48,dobry
281.84,'\'(43.2-55.8]\'',kobieta,12,1032,7,41,11,dobry
300,'\'(30.6-43.2]\'',kobieta,12,1896,1,16,0,dobry
300,'\'(30.6-43.2]\'',kobieta,12,1027,7,12,48,dobry
200,'\'(43.2-55.8]\'',mężczyzna,11,2284.23,2,303,48,dobry
325.58,'\'(43.2-55.8]\'',kobieta,11,2065.98,0,182,48,dobry
286.26,'\'(43.2-55.8]\'',mężczyzna,11,1400,0,17,48,dobry
497.15,'\'(43.2-55.8]\'',mężczyzna,12,600,8,12,15,dobry
300,'\'(43.2-55.8]\'',kobieta,17,864.6,1,5,2,dobry
700,'\'(55.8-68.4]\'',kobieta,13,1431,0,250,48,dobry
684.58,'\'(68.4-inf)\'',kobieta,13,2534,1,130,48,dobry
500,'\'(55.8-68.4]\'',mężczyzna,16,837,0,234,48,dobry
300,'\'(68.4-inf)\'',mężczyzna,13,1420,1,56,48,dobry
300,'\'(-inf-30.6]\'',mężczyzna,99,1100,0,6,1,z?y
500,'\'(30.6-43.2]\'',mężczyzna,11,2180.09,0,53,48,z?y
500,'\'(43.2-55.8]\'',mężczyzna,11,1320,7,345,48,dobry
300,'\'(43.2-55.8]\'',kobieta,11,900,7,96,48,dobry
330.11,'\'(55.8-68.4]\'',kobieta,13,840,5,116,48,dobry
300,'\'(30.6-43.2]\'',kobieta,12,1200,7,12,2,dobry
500,'\'(30.6-43.2]\'',mężczyzna,11,1186,0,13,48,z?y
200,'\'(30.6-43.2]\'',mężczyzna,11,2000,1,8,48,dobry
2000,'\'(68.4-inf)\'',mężczyzna,13,2612,0,85,48,dobry
500,'\'(30.6-43.2]\'',kobieta,12,1000,0,58,13,z?y
200,'\'(55.8-68.4]\'',mężczyzna,13,1287.66,6,99,48,dobry
400,'\'(43.2-55.8]\'',mężczyzna,99,1400,0,19,0,dobry
200,'\'(30.6-43.2]\'',kobieta,11,1050,0,2,48,z?y
600,'\'(55.8-68.4]\'',kobieta,12,1350,1,25,0,dobry
476.83,'\'(55.8-68.4]\'',mężczyzna,11,1250,0,68,48,dobry
388.49,'\'(30.6-43.2]\'',mężczyzna,11,1850,2,58,48,z?y
200,'\'(30.6-43.2]\'',mężczyzna,12,1500,0,38,35,z?y
200,'\'(68.4-inf)\'',kobieta,16,959.6,7,118,48,dobry
400,'\'(30.6-43.2]\'',kobieta,11,980.11,4,48,48,dobry
389.72,'\'(43.2-55.8]\'',kobieta,12,1000,1,48,21,dobry
550,'\'(43.2-55.8]\'',kobieta,12,1675,7,12,0,dobry
282.28,'\'(43.2-55.8]\'',mężczyzna,11,1600,1,345,48,dobry
450,'\'(68.4-inf)\'',kobieta,13,1019,0,136,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,11,2400,1,255,48,z?y
200,'\'(30.6-43.2]\'',kobieta,11,1000,0,64,48,dobry
200,'\'(55.8-68.4]\'',kobieta,16,1641,0,168,48,z?y
200,'\'(68.4-inf)\'',kobieta,13,730,6,564,48,dobry
246.46,'\'(55.8-68.4]\'',mężczyzna,13,1559,2,74,48,dobry
300,'\'(43.2-55.8]\'',kobieta,11,1400,1,28,48,dobry
230.9,'\'(68.4-inf)\'',kobieta,13,1239.98,5,258,48,dobry
437.15,'\'(55.8-68.4]\'',kobieta,13,820,2,34,48,dobry
300,'\'(43.2-55.8]\'',mężczyzna,13,3900,8,33,48,dobry
276.75,'\'(43.2-55.8]\'',kobieta,11,1050,6,37,48,dobry
600,'\'(68.4-inf)\'',mężczyzna,13,2612,0,85,48,dobry
400,'\'(43.2-55.8]\'',mężczyzna,13,989.62,0,276,48,z?y
207.19,'\'(55.8-68.4]\'',kobieta,13,1350,6,114,48,dobry
450,'\'(30.6-43.2]\'',mężczyzna,12,993,0,6,9,z?y
300,'\'(68.4-inf)\'',kobieta,13,1412,1,207,48,dobry
441.54,'\'(30.6-43.2]\'',kobieta,98,4000,7,22,48,dobry
247.28,'\'(55.8-68.4]\'',kobieta,13,611,6,142,48,dobry
300,'\'(68.4-inf)\'',kobieta,13,729.03,1,260,48,dobry
200,'\'(43.2-55.8]\'',kobieta,11,1344.9,6,49,48,z?y
202.28,'\'(55.8-68.4]\'',mężczyzna,11,3000,8,215,48,dobry
1000,'\'(43.2-55.8]\'',kobieta,11,5800,7,57,48,dobry
500,'\'(68.4-inf)\'',kobieta,13,1248,1,253,48,dobry
500,'\'(55.8-68.4]\'',kobieta,13,1000,7,71,48,dobry
500,'\'(68.4-inf)\'',kobieta,13,1082,0,180,48,z?y
400,'\'(55.8-68.4]\'',kobieta,13,917,1,79,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,13,864.34,2,159,48,dobry
700,'\'(68.4-inf)\'',kobieta,16,980,1,134,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,765,0,624,48,z?y
300,'\'(43.2-55.8]\'',mężczyzna,12,1000,5,46,16,dobry
300,'\'(55.8-68.4]\'',mężczyzna,15,1100.79,0,93,48,dobry
200,'\'(-inf-30.6]\'',kobieta,12,700,0,3,2,dobry
430,'\'(30.6-43.2]\'',mężczyzna,11,2470,4,69,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,13,2110,1,104,48,dobry
200,'\'(55.8-68.4]\'',kobieta,11,1172.2,7,40,48,dobry
200,'\'(43.2-55.8]\'',kobieta,17,432.87,0,148,22,z?y
350,'\'(43.2-55.8]\'',kobieta,12,1700,8,58,11,dobry
300,'\'(-inf-30.6]\'',mężczyzna,98,1500,0,11,48,z?y
200,'\'(55.8-68.4]\'',mężczyzna,11,1800,1,164,48,dobry
700,'\'(30.6-43.2]\'',mężczyzna,12,1700,0,0,2,z?y
523.43,'\'(30.6-43.2]\'',mężczyzna,11,2050,2,121,48,dobry
624.85,'\'(43.2-55.8]\'',kobieta,11,3200,7,57,48,dobry
537.15,'\'(55.8-68.4]\'',kobieta,13,962,3,68,48,dobry
437.15,'\'(55.8-68.4]\'',kobieta,13,1362,7,59,48,dobry
600,'\'(43.2-55.8]\'',kobieta,11,1443,2,37,48,dobry
200,'\'(-inf-30.6]\'',mężczyzna,17,985,8,16,1,dobry
235.97,'\'(55.8-68.4]\'',mężczyzna,12,1100,7,25,11,dobry
200,'\'(68.4-inf)\'',kobieta,13,616,7,249,48,dobry
300,'\'(55.8-68.4]\'',kobieta,11,1800,0,115,48,dobry
400,'\'(55.8-68.4]\'',mężczyzna,11,1842.86,6,11,48,dobry
693.7,'\'(30.6-43.2]\'',kobieta,11,1900,3,211,48,dobry
700,'\'(55.8-68.4]\'',mężczyzna,98,2500,0,228,48,dobry
400,'\'(43.2-55.8]\'',mężczyzna,11,4000,8,13,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,11,2000,2,73,48,dobry
200,'\'(30.6-43.2]\'',kobieta,12,599.03,0,22,0,dobry
399.22,'\'(30.6-43.2]\'',kobieta,11,1239.05,0,207,48,dobry
600,'\'(43.2-55.8]\'',mężczyzna,12,3500,2,190,26,dobry
600,'\'(55.8-68.4]\'',kobieta,13,1050,8,142,48,dobry
400,'\'(43.2-55.8]\'',mężczyzna,11,1800,4,262,48,dobry
200,'\'(-inf-30.6]\'',mężczyzna,12,1100,0,36,23,dobry
300,'\'(-inf-30.6]\'',kobieta,11,2300,0,25,48,dobry
400,'\'(43.2-55.8]\'',kobieta,11,1500,0,113,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,785,4,67,48,dobry
396.55,'\'(43.2-55.8]\'',kobieta,11,2368.57,0,413,48,dobry
200,'\'(-inf-30.6]\'',mężczyzna,12,1400,2,4,2,dobry
300,'\'(55.8-68.4]\'',kobieta,13,810,8,36,48,dobry
300,'\'(30.6-43.2]\'',kobieta,12,1382,1,24,11,dobry
500,'\'(43.2-55.8]\'',mężczyzna,11,2011,1,214,48,dobry
700,'\'(43.2-55.8]\'',kobieta,12,830.46,6,48,23,dobry
300,'\'(68.4-inf)\'',kobieta,13,1000,1,214,48,dobry
500,'\'(55.8-68.4]\'',mężczyzna,16,1770,8,92,48,dobry
505,'\'(55.8-68.4]\'',mężczyzna,13,1500,0,26,48,dobry
500,'\'(43.2-55.8]\'',kobieta,12,2200,0,6,5,dobry
550,'\'(55.8-68.4]\'',kobieta,13,1474.55,0,68,48,dobry
300,'\'(-inf-30.6]\'',mężczyzna,11,1600,0,6,48,dobry
200,'\'(30.6-43.2]\'',mężczyzna,12,1573,0,8,20,z?y
800,'\'(55.8-68.4]\'',mężczyzna,12,2500,6,8,2,dobry
292.28,'\'(55.8-68.4]\'',kobieta,13,1428.55,1,140,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,722.05,7,200,48,z?y
700,'\'(55.8-68.4]\'',mężczyzna,11,2800,0,99,48,dobry
300,'\'(43.2-55.8]\'',mężczyzna,12,1036,0,5,6,z?y
200,'\'(68.4-inf)\'',mężczyzna,13,650,0,156,48,z?y
800,'\'(43.2-55.8]\'',mężczyzna,16,1280,0,379,48,z?y
1000,'\'(55.8-68.4]\'',mężczyzna,13,3600,2,89,48,dobry
400,'\'(43.2-55.8]\'',mężczyzna,11,1300,1,37,48,z?y
290,'\'(55.8-68.4]\'',kobieta,13,1280,8,20,48,dobry
351.55,'\'(30.6-43.2]\'',kobieta,11,2927,6,204,48,dobry
1000,'\'(30.6-43.2]\'',mężczyzna,11,3400,0,180,48,z?y
313.15,'\'(30.6-43.2]\'',kobieta,11,2709.34,8,184,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,992.96,4,15,48,dobry
1000,'\'(30.6-43.2]\'',mężczyzna,12,1800,0,5,2,z?y
400,'\'(43.2-55.8]\'',kobieta,11,1764,1,67,48,dobry
345.97,'\'(43.2-55.8]\'',kobieta,11,1721.7,8,123,48,dobry
390.11,'\'(55.8-68.4]\'',kobieta,12,1320,1,12,23,dobry
300,'\'(68.4-inf)\'',kobieta,13,1239,0,273,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,1800,2,72,48,dobry
400,'\'(68.4-inf)\'',mężczyzna,13,1870,3,88,48,z?y
300,'\'(30.6-43.2]\'',mężczyzna,11,2725,0,56,48,dobry
300,'\'(30.6-43.2]\'',mężczyzna,12,1700,0,0,48,dobry
500,'\'(68.4-inf)\'',mężczyzna,13,1700,7,17,48,z?y
300,'\'(55.8-68.4]\'',kobieta,13,1240,0,73,48,dobry
500,'\'(55.8-68.4]\'',mężczyzna,13,1900,8,153,48,dobry
1000,'\'(30.6-43.2]\'',mężczyzna,98,2600,0,20,48,z?y
500,'\'(68.4-inf)\'',kobieta,13,1373,0,113,48,dobry
292.28,'\'(55.8-68.4]\'',mężczyzna,13,2000,1,37,48,dobry
400,'\'(43.2-55.8]\'',mężczyzna,11,3300,1,240,48,dobry
295.57,'\'(43.2-55.8]\'',kobieta,11,1077.49,2,375,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1094,0,187,48,dobry
300,'\'(30.6-43.2]\'',kobieta,11,1100,0,60,48,dobry
487.15,'\'(43.2-55.8]\'',mężczyzna,11,2500,2,377,48,dobry
200,'\'(-inf-30.6]\'',kobieta,12,1100,4,18,11,dobry
600,'\'(68.4-inf)\'',kobieta,13,1667,0,159,48,dobry
500,'\'(43.2-55.8]\'',kobieta,11,3000,2,96,48,dobry
250,'\'(43.2-55.8]\'',mężczyzna,11,2100,3,53,48,dobry
500,'\'(55.8-68.4]\'',kobieta,13,1883.53,0,50,48,dobry
600,'\'(55.8-68.4]\'',mężczyzna,13,2474,0,18,48,dobry
800,'\'(55.8-68.4]\'',kobieta,13,5100,3,31,48,dobry
1000,'\'(43.2-55.8]\'',kobieta,11,1200,0,33,48,z?y
337.15,'\'(55.8-68.4]\'',kobieta,13,1300,1,33,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,11,1170,0,70,48,dobry
359.6,'\'(30.6-43.2]\'',mężczyzna,11,1261.98,0,39,48,dobry
600,'\'(43.2-55.8]\'',kobieta,11,2800,0,322,48,dobry
600,'\'(30.6-43.2]\'',kobieta,11,1331.21,7,22,48,dobry
206,'\'(30.6-43.2]\'',mężczyzna,12,1521,4,23,7,dobry
600,'\'(43.2-55.8]\'',kobieta,16,1362,0,32,48,dobry
300,'\'(43.2-55.8]\'',kobieta,16,1740,1,117,48,dobry
389.72,'\'(43.2-55.8]\'',kobieta,98,3000,4,88,48,dobry
400,'\'(68.4-inf)\'',kobieta,13,1900,4,124,48,dobry
203.42,'\'(-inf-30.6]\'',mężczyzna,11,1888.27,2,80,48,dobry
300,'\'(30.6-43.2]\'',kobieta,12,2000,0,92,48,dobry
290.88,'\'(55.8-68.4]\'',kobieta,13,1090.14,7,78,48,dobry
455.59,'\'(43.2-55.8]\'',kobieta,11,2245.01,2,149,48,dobry
550,'\'(55.8-68.4]\'',mężczyzna,13,3900,0,117,48,dobry
500,'\'(43.2-55.8]\'',kobieta,11,1700,7,309,48,dobry
200,'\'(43.2-55.8]\'',kobieta,99,1100,5,55,0,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1425,0,82,48,dobry
300,'\'(55.8-68.4]\'',kobieta,11,1680,7,388,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,984,3,14,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,1400,1,121,48,dobry
500,'\'(68.4-inf)\'',mężczyzna,13,1150,0,141,48,dobry
300,'\'(43.2-55.8]\'',mężczyzna,11,981,0,23,48,dobry
378.53,'\'(43.2-55.8]\'',mężczyzna,12,1963.88,7,9,11,z?y
308.63,'\'(68.4-inf)\'',kobieta,13,1291.18,8,82,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,850,7,70,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,865,8,131,48,dobry
200,'\'(68.4-inf)\'',mężczyzna,13,860,0,120,48,z?y
389.52,'\'(43.2-55.8]\'',mężczyzna,11,1400,2,42,48,z?y
1000,'\'(30.6-43.2]\'',mężczyzna,11,2263,0,78,48,dobry
239.72,'\'(68.4-inf)\'',mężczyzna,13,1162.41,2,107,48,dobry
384.56,'\'(30.6-43.2]\'',mężczyzna,11,1058,3,17,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,1374,1,49,48,dobry
300,'\'(-inf-30.6]\'',mężczyzna,11,1590,2,56,48,dobry
489.57,'\'(43.2-55.8]\'',mężczyzna,13,1500,2,89,48,dobry
500,'\'(55.8-68.4]\'',mężczyzna,11,2100,7,190,48,z?y
200,'\'(55.8-68.4]\'',kobieta,13,744.07,1,16,48,dobry
560.68,'\'(55.8-68.4]\'',kobieta,13,1801.41,3,41,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,1014,2,186,48,dobry
830,'\'(55.8-68.4]\'',kobieta,13,1400,3,249,48,dobry
200,'\'(43.2-55.8]\'',mężczyzna,11,1300,0,455,48,dobry
300,'\'(-inf-30.6]\'',mężczyzna,12,952.89,3,26,0,dobry
500,'\'(68.4-inf)\'',kobieta,13,1200,7,122,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,1200,1,122,48,dobry
600,'\'(68.4-inf)\'',mężczyzna,13,2547,2,198,48,dobry
500,'\'(55.8-68.4]\'',mężczyzna,11,2300,0,75,48,dobry
326.67,'\'(55.8-68.4]\'',kobieta,13,1668,8,94,48,dobry
500,'\'(55.8-68.4]\'',mężczyzna,13,1553,1,112,48,dobry
200,'\'(-inf-30.6]\'',mężczyzna,17,728,8,103,27,dobry
400,'\'(55.8-68.4]\'',mężczyzna,13,3900,0,37,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,1000,0,60,48,dobry
200,'\'(68.4-inf)\'',mężczyzna,13,1700,0,17,48,z?y
450,'\'(43.2-55.8]\'',mężczyzna,11,2300,0,123,48,dobry
299.15,'\'(43.2-55.8]\'',kobieta,11,1400,4,164,48,dobry
200,'\'(43.2-55.8]\'',mężczyzna,11,2094.17,4,244,48,dobry
300,'\'(68.4-inf)\'',kobieta,13,1167.94,3,372,48,dobry
1136.54,'\'(30.6-43.2]\'',mężczyzna,12,1500,4,36,0,z?y
500,'\'(43.2-55.8]\'',kobieta,11,1800,8,56,48,dobry
770.69,'\'(55.8-68.4]\'',kobieta,13,860,2,83,48,dobry
200,'\'(55.8-68.4]\'',mężczyzna,13,1611,0,144,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,892,0,216,48,z?y
500,'\'(30.6-43.2]\'',mężczyzna,12,2000,0,36,35,dobry
200,'\'(43.2-55.8]\'',kobieta,11,1400,8,120,48,dobry
200,'\'(55.8-68.4]\'',kobieta,98,980,7,13,48,dobry
500,'\'(30.6-43.2]\'',mężczyzna,11,3898,3,184,48,dobry
300,'\'(43.2-55.8]\'',kobieta,12,1756,0,2,1,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1650,0,85,48,dobry
500,'\'(30.6-43.2]\'',mężczyzna,11,2800,0,158,48,dobry
300,'\'(68.4-inf)\'',kobieta,13,1389,0,71,48,dobry
423.23,'\'(30.6-43.2]\'',mężczyzna,11,2700,7,18,48,dobry
600,'\'(-inf-30.6]\'',kobieta,12,1156,0,4,8,z?y
200,'\'(55.8-68.4]\'',kobieta,13,974,0,204,48,dobry
400,'\'(43.2-55.8]\'',mężczyzna,11,2600,0,5,48,dobry
300,'\'(-inf-30.6]\'',kobieta,12,1500,7,7,11,dobry
500,'\'(30.6-43.2]\'',mężczyzna,12,1400,0,6,23,z?y
500,'\'(43.2-55.8]\'',mężczyzna,11,2080,2,321,48,dobry
200,'\'(43.2-55.8]\'',kobieta,16,749.28,8,68,48,dobry
249.3,'\'(55.8-68.4]\'',kobieta,16,2100,3,42,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,13,4200,0,60,48,dobry
1000,'\'(68.4-inf)\'',kobieta,13,2291,4,74,48,dobry
500,'\'(-inf-30.6]\'',kobieta,12,1447,8,25,11,dobry
300,'\'(43.2-55.8]\'',mężczyzna,11,1566.82,0,352,48,dobry
396.89,'\'(55.8-68.4]\'',kobieta,13,3700,8,30,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,965,7,248,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,1536,3,39,48,dobry
300,'\'(68.4-inf)\'',mężczyzna,13,1426,8,80,48,dobry
300,'\'(30.6-43.2]\'',mężczyzna,11,2700,0,67,48,dobry
700,'\'(30.6-43.2]\'',kobieta,11,3178.76,3,124,48,dobry
700,'\'(30.6-43.2]\'',kobieta,11,3100,3,124,48,dobry
200,'\'(43.2-55.8]\'',mężczyzna,12,1100,0,8,6,dobry
738.6,'\'(55.8-68.4]\'',kobieta,12,1600,1,13,4,dobry
300,'\'(55.8-68.4]\'',kobieta,13,802.83,2,204,48,dobry
200,'\'(-inf-30.6]\'',kobieta,17,540,0,90,6,z?y
500,'\'(-inf-30.6]\'',mężczyzna,12,1880,0,5,7,z?y
300,'\'(43.2-55.8]\'',kobieta,98,911,8,101,48,dobry
390.88,'\'(55.8-68.4]\'',kobieta,13,1400,1,49,48,dobry
300,'\'(43.2-55.8]\'',kobieta,12,1038.68,4,24,2,z?y
200,'\'(55.8-68.4]\'',kobieta,99,780,4,4,1,dobry
300,'\'(55.8-68.4]\'',kobieta,13,1100,5,108,48,dobry
350,'\'(68.4-inf)\'',kobieta,11,1348.95,0,117,48,dobry
500,'\'(43.2-55.8]\'',kobieta,17,990,4,75,10,dobry
349.66,'\'(55.8-68.4]\'',mężczyzna,13,1601.87,4,48,48,dobry
2000,'\'(55.8-68.4]\'',mężczyzna,98,20000,1,133,48,dobry
400,'\'(55.8-68.4]\'',mężczyzna,16,1473.04,5,168,48,dobry
257.27,'\'(43.2-55.8]\'',mężczyzna,11,2100,5,41,48,dobry
600,'\'(55.8-68.4]\'',kobieta,13,1233,1,127,48,dobry
215.24,'\'(43.2-55.8]\'',mężczyzna,16,1045,7,203,48,dobry
200,'\'(55.8-68.4]\'',kobieta,16,634,7,55,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,1582.15,0,109,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,16,1398,0,397,48,dobry
600,'\'(55.8-68.4]\'',mężczyzna,16,837,0,235,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1500,4,64,48,dobry
693.16,'\'(30.6-43.2]\'',kobieta,11,2200,4,41,48,dobry
200,'\'(30.6-43.2]\'',kobieta,11,2505,2,168,48,dobry
500,'\'(30.6-43.2]\'',kobieta,99,1200,0,3,10,z?y
400,'\'(-inf-30.6]\'',kobieta,17,1200,0,169,11,dobry
200,'\'(68.4-inf)\'',mężczyzna,13,1642.87,2,73,48,dobry
600,'\'(43.2-55.8]\'',mężczyzna,16,2150,0,85,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,714,1,226,48,dobry
1000,'\'(30.6-43.2]\'',kobieta,98,6000,4,21,48,dobry
700,'\'(55.8-68.4]\'',kobieta,13,1872,8,39,48,dobry
1000,'\'(43.2-55.8]\'',kobieta,12,1300,0,61,22,z?y
600,'\'(43.2-55.8]\'',kobieta,11,1300,0,72,48,dobry
500,'\'(43.2-55.8]\'',kobieta,12,2200,1,7,4,dobry
400,'\'(55.8-68.4]\'',kobieta,16,1589,1,31,48,dobry
300,'\'(43.2-55.8]\'',mężczyzna,12,3000,0,57,48,dobry
300,'\'(30.6-43.2]\'',kobieta,16,1300,0,28,48,z?y
300,'\'(55.8-68.4]\'',kobieta,11,2800,3,13,48,dobry
200,'\'(55.8-68.4]\'',kobieta,11,1187.06,1,137,48,dobry
500,'\'(-inf-30.6]\'',mężczyzna,11,1800,0,13,48,dobry
391.97,'\'(55.8-68.4]\'',kobieta,13,1507,2,63,48,dobry
800,'\'(55.8-68.4]\'',kobieta,13,3440,8,55,48,dobry
342.86,'\'(55.8-68.4]\'',kobieta,13,1087,2,75,48,dobry
600,'\'(-inf-30.6]\'',mężczyzna,11,1500,0,23,48,z?y
200,'\'(55.8-68.4]\'',mężczyzna,13,1162,8,225,48,dobry
380.9,'\'(55.8-68.4]\'',kobieta,16,2300,9,67,48,dobry
200,'\'(43.2-55.8]\'',kobieta,12,990.34,1,60,12,z?y
200,'\'(55.8-68.4]\'',mężczyzna,11,1460.17,0,65,48,dobry
400,'\'(43.2-55.8]\'',kobieta,12,1000,8,36,1,dobry
400,'\'(55.8-68.4]\'',mężczyzna,12,1000,8,16,10,dobry
800,'\'(68.4-inf)\'',kobieta,13,2120,3,123,48,dobry
900,'\'(55.8-68.4]\'',mężczyzna,13,3040,0,205,48,dobry
200,'\'(43.2-55.8]\'',kobieta,12,1200,0,2,1,dobry
500,'\'(43.2-55.8]\'',mężczyzna,13,941,0,72,48,z?y
400,'\'(55.8-68.4]\'',kobieta,13,1137.19,0,100,48,dobry
1000,'\'(68.4-inf)\'',kobieta,13,2090,0,249,48,dobry
200,'\'(-inf-30.6]\'',kobieta,11,1000,0,3,48,z?y
300,'\'(68.4-inf)\'',kobieta,13,1027,4,196,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1107,2,19,48,dobry
400,'\'(-inf-30.6]\'',mężczyzna,98,1200,0,20,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,1635,8,124,48,dobry
438.67,'\'(43.2-55.8]\'',kobieta,11,1577.42,1,209,48,dobry
